,title,rating,calories,sodium,fat,protein,price,cooking_time,personal_rating,ingredients,keywords
67,Sheet-Pan Curry Pork Chops and Sweet Potatoes ,4.5,501.0,1056.0,22.0,39.0,12.216999999999999,35.0,"[['sim0ne from Milwaukee, WI ', 3], ['AlexErnst from Louisville, KY  ', 4], ['janekgrossman7223 from CT ', 5], ['annevictoriabentley from Shelburne, VT ', 5], ['comidadeliciosa from Tucson, Arizona ', 5], ['chefche from Utah ', 5], ['paukenguy from Oakland, CA. ', 5], ['jtf2 from Los Angeles ', 5]]","8 small sweet potatoes (about 1 1/2 lb.), scrubbed, sliced in half lengthwise 1 cup pomegranate arils 1 Tbsp. extra-virgin olive oil 4 (1""-thick) small bone-in pork chops (about 2 lb. total) 4 tsp. mild curry powder 1 tsp. light brown sugar 4 small radishes, thinly sliced 1 cup plain whole-milk Greek yogurt 1 tsp. freshly ground black pepper 2 1/2 tsp. kosher salt, divided 3 Tbsp. fresh lemon juice",wheat/gluten-free kid-friendly sweet potato/yam pork chop lemon juice radish small plates one-pot meal fall winter pomegranate yogurt sheet pan dinner web curry sheet-pan dinner
68,Twice-Baked Butternut Squash With Parmesan Cream and Candied Bacon ,4.5,591.0,496.0,56.0,10.0,13.0,130.0,"[['Dale G. from Grand Rapids, MI ', 5], ['jansan1 from Orange County, CA ', 5], ['ddgaks from NC ', 4], ['cookbooker from Dallas, TX ', 5], ['pfield from Overland Park, KS ', 2], ['jonbp from Lodi, CA ', 2], ['macrina440 from Port Townsend, WA ', 5], ['lizjacques from Salem, MA ', 5], ['wrflanagan from New York ', 5], ['kpalmer747 from Sweden ', 5], ['sherryhusa from Plainfield, IL ', 5], ['anyccook from New York, NY ', 5], ['TaMaruccia from Beverly Hills, CA ', 4], ['TaMaruccia from Beverly Hills, CA ', 4], ['cookbooker ', 5], ['Samara73 from Montpelier, VT ', 5], ['cookbooker from San Francisco, CA ', 5], ['mvantine from Denver, CO  ', 5]]","1/4 teaspoon freshly grated nutmeg 3 tablespoons chopped chives, divided 2 tablespoons finely chopped hazelnuts 3/4 teaspoon freshly ground black pepper 1 1/4 teaspoons kosher salt 4 tablespoons sugar, divided 1 cup finely grated Parmesan (about 3 ounces), divided 3 strips bacon (about 3 ounces) 2 cups heavy whipping cream, divided 1 large (about 5 pounds) and 1 medium (about 3 1/2 pounds) butternut squash",parmesan butternut squash hazelnut fall web dinner bacon winter
69,Hot Sesame Noodles with Scallions and Pork ,4.5,941.0,837.0,61.0,31.0,22.977,30.0,"[['dave_caldwell1 from Seattle  ', 3], ['kellykrater9718 from Hawaii ', 5], ['Yummy2Cookie from Phoenix, AZ ', 5]]","8 oz. rice noodles of any shape 1/4 cup low-sodium soy sauce or tamari 2 cups sliced carrots, zucchini, or whole snow or sugar snap peas 1/4 cup mirin (Japanese rice wine) 1 lb. ground pork, beef, chicken, or turkey 1 (3"") piece ginger, peeled, finely grated 2 Tbsp. vegetable oil 1/2 cup tahini Toasted sesame seeds and sliced seaweed snacks (for serving; optional) 1 bunch scallions, white and pale green parts cut into 1"" pieces, dark green parts thinly sliced 2 garlic cloves, finely grated 1 tsp. kosher salt, divided, plus more 1/4 cup unseasoned rice vinegar 1/4 cup hot chili sesame oil, plus more for serving",dinner party gameplan wheat/gluten-free pork carrot green onion/scallion ground beef zucchini pea garlic ginger web kitchen organization asian beef sesame oil noodle vinegar
70,Spicy Black Bean and Corn Tacos ,5.0,828.0,940.0,44.0,25.0,8.72,45.0,"[['msgbdg@gmail.com from Canton, MI ', 5], ['ajv1 from Boston, MA ', 5], ['MeCookFood from Blacksburg VA ', 5], ['wheedle from Manhattan ', 4], ['nrlong1 from Reston, VA ', 5], ['Knutty811 from Maryland ', 5], ['fairsari from Ottawa, Canada ', 5], ['spsun3416 from MD ', 5], ['margiggles from Miami, FL  ', 5], ['csuhr ', 5], ['andreahad from Geneva ', 5], ['seattletaste from Seattle, WA ', 5], ['kukkula from Paso Robles, CA ', 5]]","2 (15-ounce) cans black beans, rinsed, drained 12 small corn tortillas 1 medium jalapeño, seeded, finely chopped 1 tablespoon ground cumin 2 ears of corn, shucked 1 teaspoon crushed red pepper flakes 5 tablespoons fresh lime juice, divided, plus lime wedges for serving 1 large avocado, thinly sliced 1/2 cup sour cream 1 1/4 teaspoons kosher salt, divided 1/4 cup hazelnuts, coarsely chopped 5 tablespoons olive oil, divided 1 red onion, coarsely chopped 1/4 cup chopped cilantro, plus more for serving 1/4 cup raw pumpkin seeds","summer hazelnut vegetarian no meat, no problem web dinner bean corn cilantro avocado taco"
71,Chocolate and Pumpkin Zebra Cake ,3.5,1208.0,528.0,69.0,12.0,0.0,205.0,"[['sunipa85 ', 5], ['smilks ', 2]]","2 (9"") round cake pans; a candy thermometer; plastic spider rings (optional) Black gel food coloring (optional) 1 cup whole milk, room temperature 3 cups sugar 1/2 teaspoon ground allspice 2 1/3 cups all-purpose flour, plus more for pan 1/4 teaspoon ground cloves 1 teaspoon baking powder 1 1/2 teaspoons kosher salt 1 teaspoon baking soda 1/2 cup plus 2 tablespoons sugar 1 (15-ounce) can pumpkin purée 1/3 cup unsweetened cocoa powder, sifted 2 teaspoons vanilla extract 2 tablespoons corn syrup 4 large eggs, room temperature 1 tablespoon vanilla extract 24 ounces high-quality semisweet chocolate, chopped 2 teaspoons ground cinnamon 1/2 teaspoon ground ginger Orange food coloring (optional) 3 cups heavy cream 1 cup (2 sticks) unsalted butter, plus more for pan",web
72,"Quick Sweet Potato, Mushroom, and Black Bean Burrito ",5.0,703.0,1144.0,29.0,23.0,4.640000000000001,22.0,"[['jesse.a.houser from Chattanooga, Tennessee ', 5], ['kizgrate from roseville, ca ', 5], ['blackeyedsue from Georgian Bay, Ontario ', 5], ['krf from Bellevue, WA ', 5], ['phylora1 from Mill Valley, CA ', 5], ['phylora1 from Mill Valley, CA ', 5], ['leenieloo from Mundelein, IL ', 5], ['msneller from Wisconsin ', 4], ['a Chesapeake cook ', 4], ['meantambourine ', 5], ['jana_ferguson8202 from Boston, MA ', 5], ['jaychalam from Hillsborough,NJ ', 5], ['pestogirl1 from Winnipeg,MB. ', 5], ['raneylorene from Bergamo, Italy ', 5], ['mags425 from Colorado ', 5], ['lambr ', 5], ['lhayner from Coastal Oregon ', 5], ['vodkandtonic from Stroudsburg, PA ', 4], ['kmckp ', 5], ['sharadawn1 from Seattle ', 5], ['sharadawn1 from Seattle, WA ', 5], ['sylvia47 ', 5], ['cybermarissa ', 5], ['cag336 from Madison, WI ', 5], ['sadiemarie from Washington, DC ', 5]]","1/3 cup sour cream 5 ounces baby spinach 2 tablespoons vegetable oil, divided 1/2 medium red onion, thinly sliced 1 lime, halved 1 medium (about 8 ounces) sweet potato, grated 1 teaspoon kosher salt, divided 3/4 cup quick-cooking white rice 2/3 cup Mexican salsa verde, divided 8 ounces sliced button mushrooms 4 tablespoons chopped cilantro, divided 1 (16-ounce) can black beans, rinsed, drained 1 avocado, diced 3/4 cup grated Monterey Jack cheese (about 2 1/2 ounces) 1 teaspoon ground cumin, divided 1/2 teaspoon cayenne pepper, divided 4 (12"") flour tortillas",lunch sweet potato/yam 22-minute meals vegetarian mexican mushroom tex-mex web bean burrito
73,Very Versatile Baked Beans With Cabbage ,4.5,139.0,539.0,9.0,3.0,4.62,135.0,"[['Mossi from Kitchener, ON ', 5], ['llaaaj from Virginia Beach ', 4], ['taacct.alpha7619 from Manila ', 5], ['lilj424 from Vancouver, BC ', 5], ['bbornstein2 from Lincoln NE ', 4], ['heatherpc from Canada ', 5], ['mariepea from Greenville, SC ', 5], ['baltimoreamateur from Baltimore, MD ', 5], ['wheedle from Manhattan ', 4], ['amyhenriott ', 5], ['arbroun from Washington DC ', 5], ['karensja from baltimore ', 5], ['nightfall from Baltimore, Md ', 3], ['kael ', 5], ['lsvo1 from Brooklyn, NY ', 5], ['annswanson51 from Tx ', 5], ['i_plus_i from Ontario, Canada ', 5], ['lauren.lege1645 from Florida ', 5]]","11 garlic cloves, 5 smashed, 6 sliced 6 Tbsp. olive oil, divided 1 bunch parsley, dill, or cilantro, finely chopped Kosher salt Pinch of red pepper flakes 1 pound dried medium or large beans, soaked at least 4 hours in plenty of water, drained 1/2 cup dry white wine 1/2 medium head savoy cabbage, cored, cubed (about 8 cups) 1 (28-ounce) can whole tomatoes 3 bay leaves 2 medium white onions, thinly sliced, or a combination of onions and fennel bulbs (about 3 cups)",bake tomato garlic white wine onion web dinner bean healthy cabbage
74,Cheesy Chicken Enchilada Skillet ,4.5,420.0,843.0,20.0,35.0,9.679,25.0,"[['splaine ', 5], ['lovestoputter ', 4], ['juls14 from Culver City, CA ', 5], ['tmccauley14 from Greeley, CO ', 5], ['rbrandsix from Washington ', 5], ['tim_in_indy from Noblesville, IN ', 5], ['svalaitis from Maine ', 5], ['pnw_cook from Seattle WA ', 5], ['krf from Bellevue, WA ', 4], ['bonnieww from Roswell, GA ', 5], ['chrisfaist from Kirkland WA ', 4], ['vividkrose from Traveled the world! Currently live in Maryland  ', 3], ['dunsienda ', 5], ['marilynburrows from Laguna Niguel CA ', 5], ['richardschmidt332174 from yonkers ny ', 3], ['Mike72690 from KCK ', 5], ['JackyP ', 2], ['maggie_theall from Maryland ', 5], ['webwesen ', 5], ['koehlercaleb from Portland, OR ', 5], ['bjcomingsoon ', 4], ['sraymond1 from Tennessee ', 5], ['mknowlton1 from Sequim Washington ', 5], ['skginnny from Northern NY ', 5], ['larawbertani from atlanta, GA ', 2]]","1 teaspoon ground cumin 1/2 onion, chopped 1 (16-ounce) jar medium red salsa 4 corn tortillas, torn into quarters 4 cups shredded cooked chicken (from 1 [2 1/2-pound] rotisserie chicken) 1 teaspoon kosher salt 2 garlic cloves, finely chopped Pickled jalapeños and cilantro (for serving; optional) 1 (15.5-ounce) can black beans, drained, rinsed 1 tablespoon vegetable oil 1/2 cup sour cream, plus more for serving 1 cup shredded Mexican cheese blend",30 days of groceries cheese sour cream bake garlic quick & easy tex-mex dinner web bean chicken salsa
75,Cinnamon White Hot Chocolate ,5.0,365.0,275.0,19.0,11.0,3.368,20.0,"[['janet_callej from MD ', 5], ['ddeuddeg from Buffalo, NY ', 5], ['tochefs from Toronto ', 5]]","2½ cups whole milk, divided ⅛ teaspoon kosher salt 4 (3"") cinnamon sticks ½ teaspoon vanilla extract 2 teaspoons cornstarch Unsweetened whipped cream and ground cinnamon (for serving) 2 ounces high-quality white chocolate, chopped or white chocolate chips (about 1/3 cup)",milk/cream wheat/gluten-free soy free chocolate tree nut free fall vegetarian drink white chocolate web peanut free hot drink cinnamon winter
76,"Sunflower Seed ""Risotto"" with Squash and Mushrooms ",4.5,633.0,849.0,54.0,15.0,7.93,90.0,"[['bitsylee from New York ', 5], ['fortheloveofbacon from Santa Barbara, CA ', 5], ['chrisgelica from Washington  ', 4], ['prettyknitty from London UK ', 5], ['Michelleofried1 from Quito, Ecuador ', 3]]","2 tablespoons dry white wine 1 1/2 teaspoons kosher salt, plus more 4 cups raw sunflower seeds 4 tablespoons olive oil, divided 4 garlic cloves, finely chopped, divided 2 cups vegetable broth 1/2 teaspoon freshly ground black pepper, plus more 2/3 cup heavy cream 6 thyme sprigs, divided, plus more for serving 1/2 large onion, finely chopped 3 1/2 ounces shiitake or cremini mushrooms, trimmed, coarsely chopped 2/3 cup freshly grated Parmesan (about 1 ounce), plus more for serving 3 cups 1/2"" cubed butternut squash (about 1 pound squash)",wheat/gluten-free parmesan butternut squash vegetarian white wine garlic fall seed web dinner winter
77,Rosemary Olive Oil Bread ,4.5,2148.0,1146.0,80.0,53.0,2.48,240.0,"[['nfinn91 from Denville, NJ  ', 2], ['Maddie Hj from Cape Cod, MA ', 5], ['AP53 from Virginia ', 5], ['givinglight from New Mexico ', 5]]","2 teaspoons instant yeast 1 tablespoon fresh rosemary leaves 2 teaspoons coarse kosher or sea salt 1/3 cup olive oil 3 cups all-purpose or bread flour, plus more as needed",web bake rosemary bread
78,Big-Batch Seasoned Ground Beef ,1.0,260.0,428.0,11.0,39.0,12.59,25.0,[],"2 Tbsp. extra-virgin olive oil 4 tsp. kosher salt, divided 4 lb. ground beef chuck (20% fat)",kid-friendly small plates ground beef web beef sunday stash
79,Sweet-Cream Coffee Butter ,5.0,236.0,45.0,24.0,0.0,3.18,50.0,"[['mbpalladino4458 from Rockport, MA ', 5], ['piperlane from Boise, ID ', 5], ['jenplus4fr from Paris, France ', 5], ['jenplus4fr from Paris, Francence ', 5], ['djglotryk ', 5]]","2 tablespoons safflower or other neutral oil 1/2 cup (1 stick) unsalted butter, softened 1/8 teaspoon kosher salt 3 tablespoons sugar 1/4 cup heavy cream 2 teaspoons finely ground espresso powder",breakfast coffee butter condiment/spread web brunch condiment
80,"Quick Pork Ramen with Carrots, Zucchini, and Bok Choy ",5.0,1033.0,3495.0,53.0,44.0,8.597,22.0,"[['gsconnor225 from Thousand Oaks, CA ', 5], ['racheljoey from Saratoga Springs, NY ', 5], ['unpetitoeuf from Boston, MA ', 5], ['lination1 from Jackson, WY ', 3], ['theresa1960 from Amargosa Valley, NV ', 5], ['hdlev from Boston ', 5], ['jellis14 from Arlington, MA ', 5], ['delooper from Durham, NC ', 5], ['nadler from NYC ', 5], ['sidenator from Billings MT ', 5], ['elsaandem ', 5], ['sminde0 from Port Byron, NY ', 5], ['lmanderson from Burtonsville, MD ', 5], ['CataL from Dayton, OH ', 5], ['sarahinkyo from Claremont, CA ', 3], ['schan001 from Durham NC ', 5], ['sarahthompson2 from Chicago ', 5], ['lipsticklibrarian from Vancouver, BC Canada ', 5], ['mishwee from Boston, MA ', 5], ['corayvette from Arizona ', 5]]","Kosher salt 2 tablespoons low-sodium soy sauce 6 cups homemade chicken stock or low-sodium chicken broth 1 ounce dried mushrooms (preferably shiitake or porcini) 1 medium zucchini 2 teaspoons Sriracha, plus more for serving 4 large soft-boiled eggs (optional) 4 scallions, thinly sliced, divided 1/2 teaspoon freshly ground black pepper 1/4 cup coarsely chopped basil 1 medium carrot 16 ounces fresh or 10 ounces dried ramen noodles 3 tablespoons white or yellow miso paste 1 pound ground pork 2 small heads baby bok choy, quartered lengthwise 1 tablespoon toasted sesame oil, plus more",basil pork summer soup/stew web noodle green onion/scallion zucchini tree nut free sesame oil dairy free takeout at home dinner peanut free japanese carrot 22-minute meals no sugar added asian egg
81,"Grain Bowl with Spiced Squash, Mushrooms, and Curried Yogurt ",4.5,526.0,1262.0,23.0,13.0,13.463000000000001,70.0,"[['thebards from CA ', 5], ['miloka from Hawaii ', 5], ['misscaste from NYC ', 5], ['oddwun from Merced, Ca ', 5], ['rjohnston.3627541 ', 5], ['jimbo_c from San San Francisco Francisco ', 4], ['lauren_colandreo from New York, NY ', 5], ['jgbeck ', 5], ['mags425 from Colorado ', 5], ['Dappled  ', 5], ['karola from Reston, VA ', 5], ['railim from BC, Canada ', 5], ['sandlady from Cape and Island, MA ', 5], ['dcremers from San francisco ', 2], ['kathiet ', 5], ['jackalucy ', 2]]","1 medium delicata squash (about 1 pound), halved lengthwise, or 1/2 acorn squash (about 1 pound), quartered, seeded, cut crosswise into 1/2""-thick slices 8 ounces cremini or button mushrooms, trimmed, sliced 1/4 teaspoon ground cinnamon Lemon wedges and cilantro leaves (for serving; optional) Kosher salt 1/2 cup red, white, or brown rice, quinoa, or barley 2 cups baby greens, such as watercress or arugula 1/4 teaspoon freshly ground black pepper 1/2 cup Greek-style plain full or low-fat yogurt 1 small red onion, sliced 1/2"" thick 1/4 teaspoon curry powder 3 tablespoons olive oil 1 1/2 teaspoons fresh lemon juice",wheat/gluten-free #cook90 barley rice leafy green vegetarian healthy grains quinoa mushroom yogurt dinner web curry squash
82,Spiced Pavlova with Pumpkin Mousse ,4.0,272.0,194.0,4.0,6.0,7.379999999999999,135.0,"[['pdlb from Los Angeles, CA ', 4], ['emmehawkins5829 from DC ', 5], ['kidmd13 from Santa Rosa, CA ', 3]]","1/4 teaspoon fine sea salt 1/4 teaspoon ground allspice 1/3 cup pomegranate seeds 3/4 cup pumpkin purée 1/4 cup granulated sugar 1/4 teaspoon kosher salt 1/2 cup granulated sugar 1/3 cup toasted pumpkin seeds (pepitas) 4 teaspoons cornstarch 1 tablespoon plus 1 teaspoon ground cinnamon, divided 1/2 teaspoon cream of tartar 2 tablespoons fresh lemon juice 6 large egg whites, room temperature 2 large egg whites 1/4 teaspoon vanilla extract 1/4 teaspoon ground nutmeg 1 teaspoon ground ginger 1 1/2 cups pomegranate juice 1/8 teaspoon ground cloves 1/2 cup whipped cream 1 cup superfine sugar, divided",dessert thanksgiving fall seed pomegranate juice pomegranate web egg pumpkin
83,Big-Batch Roasted Kale ,5.0,302.0,170.0,30.0,8.0,4.859999999999999,40.0,"[['chauriege7236 from Fremont, CA ', 5], ['bwudcock from Ann Arbor Michigan  ', 5], ['chauriege7236 from Fremont, CA ', 5], ['julias_child2 from Ontario, Canada ', 5], ['sand6 from Vancouver Canada ', 5], ['doloresabbott from Connecticut ', 5]]","1 tsp. (or more) kosher salt 6 garlic cloves, thinly sliced 1/2 cup plus 2 Tbsp. extra-virgin olive oil 4 bunches curly kale (about 2 lb.), rinsed, ribs and stems removed, leaves torn into 1""–1 1/2"" pieces",wheat/gluten-free garlic vegetarian web roast dinner sheet pan sunday stash healthy kale
84,Make-Ahead Sheet-Pan Meatballs ,4.5,78.0,89.0,6.0,6.0,21.488,60.0,"[['Francus from Charlotte, NC ', 4], ['szatlanta from Atlanta ', 5], ['yaro from Boca Raton, FL ', 5], ['hezzy8 from Lancaster, PA ', 5], ['jobiewan from Portland, OR ', 5], ['Epicentrum from California  ', 4], ['schmem11 from New York, NY ', 5]]","1 lb. sweet Italian sausage 3 lb. ground beef 1 1/2 cups whole milk 1 1/2 cups finely grated Parmesan Extra-virgin olive oil (for greasing) 2 cups coarsely torn white sandwich bread (from 2–3 slices) 2 tsp. kosher salt 4 large eggs, beaten to blend",milk/cream kid-friendly small plates ground beef parmesan back to school sausage freezer food dinner sheet pan freeze/chill web meatball egg sunday stash bread
85,Easy Chicken Tortilla Soup with Bean and Cheese Nachos ,4.5,405.0,1041.0,18.0,38.0,13.079,22.0,"[['sarahlampson9775 from Oregon ', 3], ['cjnorris from Philadelphia PA ', 5], ['cindigilmore from dallas tx ', 5], ['awarriner from Oakland CA ', 5], ['Julia Fox from Solana Beach, CA ', 5], ['helena4998 from Gig Harbor, WA ', 5], ['moorloughmary from Edmonton, Alberta ', 4], ['carokel from Chicago ', 5]]","Sliced avocado, sliced radish, and cilantro leaves with tender stems (for serving; optional) 1 1/2 teaspoons kosher salt, plus more 1/4 cup canned refried beans 1 pound boneless, skinless chicken breasts, cut crosswise into 1/2""-thick strips, strips cut in half lengthwise if large 4 (6"") corn tortillas, divided 1 teaspoon ground cumin, plus more for dusting 2 large garlic cloves, finely chopped 4 cups low-sodium chicken broth 2 tablespoons neutral vegetable oil, such as grapeseed, plus more for brushing 1 (14-ounce) can diced tomatoes, preferably fire-roasted 1 small onion, chopped 1/2 cup shredded Monterey Jack cheese (about 2.5 ounces) 2 tablespoons fresh lime juice (from about 1 1/2–2 limes), plus 1 lime, cut into wedges 1 teaspoon finely chopped canned chipotle chiles, plus 1 teaspoon adobo sauce 1/2 teaspoon freshly ground black pepper, plus more",tortillas 22-minute meals cheese tomato soup/stew tex-mex dinner cumin chile pepper bean web chicken avocado
86,Beef and Potato Pasties ,4.5,820.0,713.0,47.0,28.0,7.231999999999999,105.0,"[['dlnordel from Gardena, CA ', 5], ['sarahmlee from San Francisco area ', 5], ['gillyflower from St. Girons, France ', 5], ['ladylawton from Normal, IL ', 5], ['vnzjunk from U.P. Michigan ', 4], ['vnzjunk from U.P. Michigan ', 4], ['plhamill from Loveland, co ', 5], ['sarahmlee ', 4], ['cajonat from Edmonton, AB ', 5], ['jenniferfromtoronto ', 5], ['qliner from Sooke, BCSooke, BCSooke, BC ', 5], ['jmrupp from San Jose, CA ', 3], ['vnzjunk ', 4], ['chalkledge from North Hero, VT ', 4], ['marlyned from Kelowna, B.C. ', 5], ['sjp from Northport, NY ', 4], ['azyooper1 from Sun Lakes, AZ ', 5], ['bhjuli from Orange County, CA ', 5], ['vnzjunk from U.P. Michigan ', 4], ['imizrahi1 from Leiden, Netherlands ', 5], ['sbnelson from Kansas City ', 5], ['mitchwile from Calgary, Canada ', 4], ['earthmotherw from Poulsbo, WA ', 5], ['bobsmanor from Los Altos, CA ', 5], ['galinagalanos from El Salvador ', 2]]","Ketchup (for serving; optional) 1 medium russet potato, peeled, cut into 1/2"" cubes (about 1 1/2 cups) 10 1/2 tablespoons unsalted butter, divided, plus more for serving 2 1/2 cups all-purpose flour, plus more for surface 3/4 teaspoon freshly ground black pepper 3/4 pound boneless chuck steak, cut into 1/2"" cubes 1/2 medium onion, finely chopped (about 1 cup) 1 large egg 2 teaspoons kosher salt, divided, plus more",michigan midwestern bake english potato web beef pastry
87,Cheesy Delicata Squash and Kale Casserole ,4.5,890.0,1283.0,60.0,28.0,10.790000000000001,45.0,"[['charlottebell from Austin TX ', 4], ['justajusttg ', 5], ['robineverett from San Francisco ', 5], ['maryfflocco from Sparks Glencoe, MD ', 5], ['jansan1 from Orange County, CA. ', 5], ['leighshelton from Portland, OR ', 2], ['CKaty from D.C. ', 4], ['dixie246 from Boston, MA ', 5], ['foodexplorer from Anchorage, Ak ', 5], ['bmer from Toronto, Ontario ', 5], ['andreayung23 from Northern California ', 4], ['wmshenk from Oregon ', 5], ['urbanefarmboy from Seattle, WA ', 5]]","8 ounces ricotta 1/2 cup panko (Japanese breadcrumbs) 1/2 bunch (about 6 ounces) Tuscan kale, stemmed, thinly sliced 1/2 cup apple cider vinegar 1 teaspoon freshly ground black pepper 1 3/4 teaspoons kosher salt, divided 3/4 cup heavy cream 1 cup golden raisins 4 tablespoons extra-virgin olive oil, divided, plus more for pan 5 sprigs thyme 1 large delicata squash (about 2 1/2 pounds), cut into 1/4"" half-moons 3 garlic cloves 8 ounces low-moisture shredded mozzarella, divided A 2-quart baking dish 1/2 cup hazelnuts, coarsely chopped","ricotta casserole/gratin thyme hazelnut vegetarian garlic no meat, no problem web dinner mozzarella raisin squash kale"
88,One-Pot Pasta Primavera with Shrimp ,4.5,599.0,968.0,17.0,32.0,9.320000000000002,22.0,"[['kpfromchicago from Wilmette, IL ', 5], ['andreaeigel from New York  ', 5], ['samanteria from Oregon ', 3], ['kalbfleisch.melissa1480 from St. Louis, MO ', 5], ['pastagirl624 from Cincinnati ', 5], ['sminkoff ', 5], ['tinamae from Boston, MA ', 5], ['kalbfleisch.melissa1480 from Saint Louis, MO ', 5], ['l_ashleymicha from Nashville, TN ', 5], ['amandag21 from Chicago, IL  ', 5], ['vlonkart528 from Margate, NJ ', 4], [""Kate O'Leary from Detroit "", 4], ['malikoparadise from Maui, Hawaii ', 5], ['lisa_in_seattle ', 5], ['we2 from Brimfield, MA ', 5], ['m_t_ste from Canada ', 3], [""bgjone from St. John's NL Canada  "", 5], ['jkoss1 from Crystal lake, Il ', 5], ['meggie37 from Houston, TX ', 5], ['MollydMule from Dallas, Tx. ', 5], ['loriltx from Houston ', 5], ['lyndavogt2 from Napa, CA ', 5], ['HappyHealthyLife from West Palm Beach, FL ', 5], ['domletourne ', 3], ['pepskiz from Sacramento, CA ', 5]]","3/4 teaspoon (or more) freshly ground black pepper 4 garlic cloves, thinly sliced 1/4 cup coarsely chopped basil 2 1/2 teaspoons (or more) kosher salt 8 ounces large shrimp, peeled, deveined, tails left on 1 cup frozen green peas 6 ounces green beans, preferably haricots verts, trimmed 3/4 cup finely grated Parmesan, plus more for serving Red pepper flakes (for serving; optional) 1 pint cherry tomatoes, sliced in half 12 ounces short pasta, such as penne or fusilli 1 (10-ounce) bag frozen broccoli florets 3 tablespoons unsalted butter 1 teaspoon finely grated lemon zest",quick and healthy 22-minute meals broccoli pea parmesan tomato quick & easy garlic shrimp web spring dinner italian pasta shellfish green bean seafood
89,10-Minute Shrimp with Green Beans and Creamy Lemon-Dill Dip ,4.0,482.0,1189.0,34.0,30.0,2.66,10.0,"[['madcat19 from London, UK ', 5], ['butterf7 from phoenix, az ', 4], ['kristy_brown from MN ', 5], ['Barbara Suiter ', 2]]","½ pound romaine heart leaves 1 avocado, pitted, peeled, cut into 12 wedges 1 pound snipped green beans, preferably haricots verts ½ cup mayonnaise Kosher salt ¼ teaspoon freshly ground black pepper Lemon wedges (for serving; optional) ½ cup Greek yogurt 2 teaspoons Dijon mustard 1½ pounds large shrimp, preferably wild, peeled, deveined 2 tablespoons finely chopped dill (optional) ¼ cup fresh lemon juice",wheat/gluten-free kid-friendly summer quick and healthy small plates dill picnic quick & easy shrimp yogurt dinner web avocado green bean
90,Herb-Crusted Cauliflower Steaks with Beans and Tomatoes ,5.0,1141.0,2287.0,77.0,34.0,10.52,45.0,"[['daisy55 from Buffalo, NY ', 5], ['debmatz55 from Raleigh, NC ', 5], ['lmanderson from Maryland ', 5], ['paula3636 from Bay Area, CA ', 5], ['suzv from Montreal ', 5], ['alane01 ', 5], ['Bobbiega from North Carolina ', 5], ['bqcarruthers ', 3], ['nellac ', 5], ['cookfancy from Portland, OR ', 5], ['jessica.d.kaplan5310 ', 5], ['pixxer15525 from Berkeley, CA ', 5], ['sveeam ', 5], ['hollisevon from Vero Beach, FL ', 5], ['glifeizgo from Georgia  ', 5], ['kmcdill from Mission Hills, Kansas ', 5], ['GEORGEAJACOB  from Cincinnati, OH ', 5], ['westing from Los Angeles, CA ', 5], ['VaninUSA from Phoenix, AZ ', 5], ['debor8 from denver, CO ', 5], ['shari721r from Santa Cruz ', 5], ['Maddie Hj from Cape Cod, MA ', 5], ['dai11 ', 5], ['andy_andersen from Hamilton ON ', 5], ['ncm209 from Boston, MA ', 5]]","8 ounces green beans, trimmed ½ cup olive oil, divided 2 teaspoons kosher salt, divided 1 teaspoon freshly ground black pepper, divided 1 (15-ounce) can white beans, rinsed, drained ¾ teaspoon finely grated lemon zest 3 garlic cloves, finely chopped ⅓ cup panko (Japanese breadcrumbs) 3 tablespoons mayonnaise 1 cup golden or red cherry tomatoes (about 6 ounces), halved 1 teaspoon Dijon mustard ⅓ cup chopped parsley, plus more for serving 1 large head of cauliflower (about 2 pounds) ¼ cup freshly grated Parmesan","vegan parmesan tomato one-pot meal vegetarian garlic no meat, no problem bean web dinner cauliflower green bean"
91,Crunchy Quinoa Salad ,1.0,127.0,60.0,2.0,6.0,0.98,30.0,[],"Dash sea salt Freshly ground pepper 2 cups vegetable broth 1/2 cup kohlrabi, peeled and sliced into thin strips 1 teaspoon chopped fresh mint 1 cup snow peas, cut in half 3 (2-inch) strips of lemon zest (see hints below) 1/3 cup radishes, thinly sliced 2 tablespoons chopped fresh chives 2 tablespoons chopped fresh parsley 3 tablespoons lemon juice 1 tablespoon chopped fresh cilantro (optional) 1 1/2 cups asparagus, sliced into 1/2-inch pieces 1 cup uncooked quinoa",asparagus chive vegan wheat/gluten-free quick and healthy parsley vegetarian harpercollins grains quinoa spring web salad herb
